track,artist,valence_tags,arousal_tags,dominance_tags,genre,emotion,tags_with_weights,tag_text
Gathered Years,Brightblack Morning Light,4.4,6.0,4.48,indie,sad,"[('hippie shoegaze', 100), ('chillout', 50), ('indie', 50), ('rock', 50), ('indie rock', 50), ('spooky', 50), ('best of 2008', 50), ('matador', 50), ('new mexico', 50)]",hippie shoegaze hippie shoegaze hippie shoegaze hippie shoegaze hippie shoegaze hippie shoegaze hippie shoegaze hippie shoegaze hippie shoegaze hippie shoegaze chillout chillout chillout chillout chillout indie indie indie indie indie rock rock rock rock rock indie rock indie rock indie rock indie rock indie rock spooky spooky spooky spooky spooky best of 2008 best of 2008 best of 2008 best of 2008 best of 2008 matador matador matador matador matador new mexico new mexico new mexico new mexico new mexico
Necromancer,Gnarls Barkley,3.4462790697674417,2.23953488372093,3.113953488372093,hip-hop,sad,"[('Hip-Hop', 100), ('soul', 50), ('funk', 50), ('alternative', 41), ('electronic', 28), ('hip hop', 28), ('pop', 28), ('halloween', 19), ('electronica', 14), ('chill', 14), ('chillout', 10), ('alternative rock', 10), ('rap', 10), ('dance', 10), ('urban', 10), ('american', 10), ('funky', 10), ('00s', 10), ('alternative rap', 10), ('Hip HopRap', 10)]",Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop soul soul soul soul soul funk funk funk funk funk alternative alternative alternative alternative electronic electronic hip hop hip hop pop pop halloween electronica chill chillout alternative rock rap dance urban american funky 00s alternative rap Hip HopRap
Pack Up,Eliza Doolittle,8.051071428571428,5.767678571428573,6.93892857142857,pop,happy,"[('female vocalists', 100), ('pop', 87), ('funky', 62), ('british', 59), ('soul', 39), ('2010', 34), ('eliza doolittle', 31), ('lizvelrene2010', 23), ('happy', 20), ('Pack Up', 14), ('indie pop', 12), ('Retro', 12), ('fun', 12), ('love at first listen', 12), ('Happy songs', 12), ('indie', 9), ('female', 9), ('jazz', 9), ('alternative', 9), ('london', 9)]",female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists pop pop pop pop pop pop pop pop funky funky funky funky funky funky british british british british british soul soul soul 2010 2010 2010 eliza doolittle eliza doolittle eliza doolittle lizvelrene2010 lizvelrene2010 happy happy Pack Up indie pop Retro fun love at first listen Happy songs
Poor Wayfaring Stranger,Natalie Merchant,3.806,4.1375,4.293,folk,sad,"[('folk', 100), ('female vocalists', 78), ('melancholy', 56), ('natalie merchant', 34), ('acoustic', 23), ('cover', 23), ('Alternative Folk', 23), ('country', 12), ('sad', 12), ('singer-songwriter', 12), ('USA', 12), ('folk-rock', 12), ('banjo', 12), ('Alt-country', 12), ('spiritual', 12), ('soulful', 12), ('ok', 12), ('american folk', 12), ('My Favorites', 12), ('project', 12)]",folk folk folk folk folk folk folk folk folk folk female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists melancholy melancholy melancholy melancholy melancholy natalie merchant natalie merchant natalie merchant acoustic acoustic cover cover Alternative Folk Alternative Folk country sad singer-songwriter USA folk-rock banjo Alt-country spiritual soulful ok american folk My Favorites project
月と手のひら,Lunkhead,5.7725,3.475,5.75,unknown,happy,"[('Mellow', 100), ('japanese rock', 100), ('Sentimental', 100), ('tender', 100), ('tearjerker', 100), ('tearful', 100)]",Mellow Mellow Mellow Mellow Mellow Mellow Mellow Mellow Mellow Mellow japanese rock japanese rock japanese rock japanese rock japanese rock japanese rock japanese rock japanese rock japanese rock japanese rock Sentimental Sentimental Sentimental Sentimental Sentimental Sentimental Sentimental Sentimental Sentimental Sentimental tender tender tender tender tender tender tender tender tender tender tearjerker tearjerker tearjerker tearjerker tearjerker tearjerker tearjerker tearjerker tearjerker tearjerker tearful tearful tearful tearful tearful tearful tearful tearful tearful tearful
Beklagenswaardig Bestaan,Zelfhaat,2.92,3.915,3.94,black metal,sad,"[('black metal', 100), ('depressive black metal', 100), ('doom metal', 50), ('negative', 50), ('suicidal', 50), ('mournful', 50), ('DSBM', 50), ('depressive', 50)]",black metal black metal black metal black metal black metal black metal black metal black metal black metal black metal depressive black metal depressive black metal depressive black metal depressive black metal depressive black metal depressive black metal depressive black metal depressive black metal depressive black metal depressive black metal doom metal doom metal doom metal doom metal doom metal negative negative negative negative negative suicidal suicidal suicidal suicidal suicidal mournful mournful mournful mournful mournful DSBM DSBM DSBM DSBM DSBM depressive depressive depressive depressive depressive
Mouth Full Of Cavities,Blind Melon,4.127835051546391,4.136391752577319,4.357938144329896,grunge,sad,"[('Grunge', 100), ('Blind Melon', 93), ('rock', 86), ('alternative rock', 86), ('alternative', 72), ('90s', 65), ('acoustic', 29), ('male-female vocal duo', 29), ('beautiful', 22), ('folk rock', 22), ('favorites', 15), ('melancholy', 15), ('shannon hoon', 15), ('chill', 8), ('favorite songs', 8), ('hard rock', 8), ('USA', 8), ('Love', 8), ('epic', 8), ('Awesome', 8)]",Grunge Grunge Grunge Grunge Grunge Grunge Grunge Grunge Grunge Grunge Blind Melon Blind Melon Blind Melon Blind Melon Blind Melon Blind Melon Blind Melon Blind Melon Blind Melon rock rock rock rock rock rock rock rock alternative rock alternative rock alternative rock alternative rock alternative rock alternative rock alternative rock alternative rock alternative alternative alternative alternative alternative alternative alternative 90s 90s 90s 90s 90s 90s acoustic acoustic male-female vocal duo male-female vocal duo beautiful beautiful folk rock folk rock favorites melancholy shannon hoon
That Summer Feeling,Jonathan Richman And The Modern Lovers,7.1899999999999995,4.586,6.351999999999999,indie,happy,"[('indie', 100), ('pop', 100), ('classic rock', 67), ('80s', 67), ('summer', 67), ('homosexual intifada', 67), ('ruhepuls', 67), ('70s', 34), ('punk', 34), ('sexy', 34), ('Post punk', 34), ('cinematic', 34), ('friendly', 34), ('whimsical', 34), ('sunday', 34), ('american', 34), ('proto-punk', 34), ('underground', 34), ('Sommer', 34), ('sweet', 34)]",indie indie indie indie indie indie indie indie indie indie pop pop pop pop pop pop pop pop pop pop classic rock classic rock classic rock classic rock classic rock classic rock 80s 80s 80s 80s 80s 80s summer summer summer summer summer summer homosexual intifada homosexual intifada homosexual intifada homosexual intifada homosexual intifada homosexual intifada ruhepuls ruhepuls ruhepuls ruhepuls ruhepuls ruhepuls 70s 70s 70s punk punk punk sexy sexy sexy Post punk Post punk Post punk cinematic cinematic cinematic friendly friendly friendly whimsical whimsical whimsical sunday sunday sunday american american american proto-punk proto-punk proto-punk underground underground underground Sommer Sommer Sommer sweet sweet sweet
Missed My Chance,Griffin House,4.985074626865671,2.0970149253731343,5.223880597014926,indie,sad,"[('Mellow', 100), ('indie', 34), ('singer-songwriter', 34), ('slow', 34), ('acoustic', 34), ('introspective', 34), ('male vocalists', 34), ('quiet acoustic goodness', 34), ('list-datomm', 34), ('music new to me', 34), ('my angel', 34), ('too-slow', 34), ('andyr1957', 34), ('similar tracks: laura veirs - snow camping', 34), ('lost love regrets', 34)]",Mellow Mellow Mellow Mellow Mellow Mellow Mellow Mellow Mellow Mellow indie indie indie singer-songwriter singer-songwriter singer-songwriter slow slow slow acoustic acoustic acoustic introspective introspective introspective male vocalists male vocalists male vocalists quiet acoustic goodness quiet acoustic goodness quiet acoustic goodness list-datomm list-datomm list-datomm music new to me music new to me music new to me my angel my angel my angel too-slow too-slow too-slow andyr1957 andyr1957 andyr1957 similar tracks: laura veirs - snow camping similar tracks: laura veirs - snow camping similar tracks: laura veirs - snow camping lost love regrets lost love regrets lost love regrets
"Fred Jones, Part 2",Ben Folds,4.360661157024793,3.5379338842975203,5.05520661157025,sad,sad,"[('sad', 100), ('piano', 85), ('singer-songwriter', 70), ('rock', 54), ('Mellow', 54), ('alternative', 47), ('ben folds', 47), ('indie', 31), ('piano rock', 31), ('indie rock', 24), ('favorites', 24), ('amazing', 16), ('powerful', 16), ('chillout', 8), ('seen live', 8), ('pop', 8), ('instrumental', 8), ('alternative rock', 8), ('soft rock', 8), ('strings', 8)]",sad sad sad sad sad sad sad sad sad sad piano piano piano piano piano piano piano piano singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter singer-songwriter rock rock rock rock rock Mellow Mellow Mellow Mellow Mellow alternative alternative alternative alternative ben folds ben folds ben folds ben folds indie indie indie piano rock piano rock piano rock indie rock indie rock favorites favorites amazing powerful
Alone Together,Marit Bergman,4.72125,3.28125,4.0275,pop,sad,"[('pop', 100), ('indie pop', 80), ('serenity', 40), ('floaty', 40), ('sleek', 40), ('Bergman', 40), ('Greatest Songs Of All Time', 40), ('check it', 40), ('riveting', 40), ('MArit Bergman', 40), ('Goodtimes', 40), ('bewitching', 40), ('indie', 20), ('rock', 20), ('swedish', 20), ('female vocalists', 20), ('dance', 20), ('indiepop', 20), ('trumpet', 20), ('melancholy', 20)]",pop pop pop pop pop pop pop pop pop pop indie pop indie pop indie pop indie pop indie pop indie pop indie pop indie pop serenity serenity serenity serenity floaty floaty floaty floaty sleek sleek sleek sleek Bergman Bergman Bergman Bergman Greatest Songs Of All Time Greatest Songs Of All Time Greatest Songs Of All Time Greatest Songs Of All Time check it check it check it check it riveting riveting riveting riveting MArit Bergman MArit Bergman MArit Bergman MArit Bergman Goodtimes Goodtimes Goodtimes Goodtimes bewitching bewitching bewitching bewitching indie indie rock rock swedish swedish female vocalists female vocalists dance dance indiepop indiepop trumpet trumpet melancholy melancholy
There Ain't No Santa Claus on the Evenin' Stage,Captain Beefheart & His Magic Band,3.287159763313609,3.332366863905325,4.257041420118344,rock,sad,"[('rock', 100), ('christmas', 100), ('blues', 67), ('guitar', 67), ('Alternative  Punk', 34), ('quirky', 34), ('bluesy', 34), ('harmonica', 34), ('blues rock', 34), ('1970s', 34), ('bitterness', 34), ('Laid-back', 34), ('cod', 34), ('sing', 34), ('great title', 34), ('cream cheese', 34), ('xmas alternative', 34), ('FZCB', 34)]",rock rock rock rock rock rock rock rock rock rock christmas christmas christmas christmas christmas christmas christmas christmas christmas christmas blues blues blues blues blues blues guitar guitar guitar guitar guitar guitar Alternative  Punk Alternative  Punk Alternative  Punk quirky quirky quirky bluesy bluesy bluesy harmonica harmonica harmonica blues rock blues rock blues rock 1970s 1970s 1970s bitterness bitterness bitterness Laid-back Laid-back Laid-back cod cod cod sing sing sing great title great title great title cream cheese cream cheese cream cheese xmas alternative xmas alternative xmas alternative FZCB FZCB FZCB
Hallelujah,Hothouse Flowers,3.05,3.05,5.79,soft rock,sad,"[('soft rock', 100), ('heard on Pandora', 100), ('lazy', 100), ('the word hallelujah', 100)]",soft rock soft rock soft rock soft rock soft rock soft rock soft rock soft rock soft rock soft rock heard on Pandora heard on Pandora heard on Pandora heard on Pandora heard on Pandora heard on Pandora heard on Pandora heard on Pandora heard on Pandora heard on Pandora lazy lazy lazy lazy lazy lazy lazy lazy lazy lazy the word hallelujah the word hallelujah the word hallelujah the word hallelujah the word hallelujah the word hallelujah the word hallelujah the word hallelujah the word hallelujah the word hallelujah
The Best Ever Death Metal Band In Denton,The Mountain Goats,5.49081081081081,3.9587837837837823,5.12945945945946,lo-fi,happy,"[('Lo-Fi', 100), ('acoustic', 91), ('indie', 86), ('folk', 81), ('hail satan', 67), ('singer-songwriter', 48), ('indie folk', 34), ('quirky', 24), ('Great Lyricists', 24), ('narrative lyrics', 20), ('genius', 15), ('literate', 15), ('Wry', 15), ('great lyrics', 15), ('geography', 15), ('denton', 15), ('lyrically pleasing', 15), ('alternative', 10), ('favorites', 10), ('epic', 10)]",Lo-Fi Lo-Fi Lo-Fi Lo-Fi Lo-Fi Lo-Fi Lo-Fi Lo-Fi Lo-Fi Lo-Fi acoustic acoustic acoustic acoustic acoustic acoustic acoustic acoustic acoustic indie indie indie indie indie indie indie indie folk folk folk folk folk folk folk folk hail satan hail satan hail satan hail satan hail satan hail satan singer-songwriter singer-songwriter singer-songwriter singer-songwriter indie folk indie folk indie folk quirky quirky Great Lyricists Great Lyricists narrative lyrics narrative lyrics genius literate Wry great lyrics geography denton lyrically pleasing alternative favorites epic
